Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2017-11-22,BCHUSD,1170,1345,1165,1296,21009.84,26726018.92
2017-11-21,BCHUSD,1245,1245.5,1144,1170,13925.23,16548076.89
2017-11-20,BCHUSD,1181.21,1253.85,1171,1245,9157.14,11010906.7
2017-11-19,BCHUSD,1240.18,1259,1129,1181.21,17470.52,20703099.36
2017-11-18,BCHUSD,1178,1373,1171,1240.18,40888.97,52258952.06
2017-11-17,BCHUSD,906,1219.98,856,1178,43649.39,46953906.41
2017-11-16,BCHUSD,1181,1193.8,866.67,906,38300.23,39449266.32
2017-11-15,BCHUSD,1246,1320.26,1167,1181,20657.17,25538391.55
2017-11-14,BCHUSD,1347,1379.73,1186.16,1246,23669.01,30276607.3
2017-11-13,BCHUSD,1367.71,1500,1005.33,1347,76296.38,95827014.92
2017-11-12,BCHUSD,1326,2860,1153,1367.71,151452.37,246663664.39
2017-11-11,BCHUSD,1019,1499.32,890,1326,90466.33,106569208.19
2017-11-10,BCHUSD,641,1034,638.91,1019,97866.83,84273279.54
2017-11-09,BCHUSD,617.9,670,613,641,14294.7,9062619.13
2017-11-08,BCHUSD,604.98,643,522.83,617.9,22864.57,13703153.24
2017-11-07,BCHUSD,587,617.57,585.84,604.98,8435.2,5078289.0
2017-11-06,BCHUSD,625,651,585.95,587,20946.46,12967385.05
2017-11-05,BCHUSD,611.93,637.8,570,625,19507.85,11782129.5
2017-11-04,BCHUSD,622.52,638.2,560,611.93,27537.37,16753959.8
2017-11-03,BCHUSD,572,686,557,622.52,37419.71,23924681.93
2017-11-02,BCHUSD,534.25,594,495,572,44936.47,24412201.63
2017-11-01,BCHUSD,435.11,546.77,434.1,534.25,27565.54,13558468.14
2017-10-31,BCHUSD,446,455,424.64,435.11,8015.27,3542653.04
2017-10-30,BCHUSD,453.17,482.04,415.1,446,17014.17,7656239.24
2017-10-29,BCHUSD,417.24,522.7,399.1,453.17,47494.73,21999805.1
2017-10-28,BCHUSD,362.51,420.5,362.51,417.24,18544.32,7198241.52
2017-10-27,BCHUSD,336,373.61,334.53,362.51,9528.53,3403555.53
2017-10-26,BCHUSD,330,350.66,327.05,336,6189.92,2095345.42
2017-10-25,BCHUSD,322,331,315.49,330,1932.88,629893.41
2017-10-24,BCHUSD,311.87,336.61,302.39,322,4388.99,1427064.69
2017-10-23,BCHUSD,326,330.54,302.6,311.87,3172.92,996959.66
2017-10-22,BCHUSD,323.15,358.99,318.76,326,6883.68,2310527.05
2017-10-21,BCHUSD,326.07,328.34,312.69,323.15,2315.15,742341.41
2017-10-20,BCHUSD,331,334,320,326.07,2489.18,817298.41
2017-10-19,BCHUSD,340.02,340.02,323,331,3332.26,1104828.8
2017-10-18,BCHUSD,370,375.9,305.83,340.02,11264.39,3819291.73
2017-10-17,BCHUSD,314.54,398.98,308,370,32013.24,11647260.79
2017-10-16,BCHUSD,314.66,318.02,310,314.54,3181.53,1000179.24
2017-10-15,BCHUSD,323.45,325.5,306,314.66,4363.39,1370148.53
2017-10-14,BCHUSD,319.6,327.5,314.5,323.45,4825.43,1547533.63
2017-10-13,BCHUSD,311,326.84,294.76,319.6,10702.3,3321669.28
2017-10-12,BCHUSD,312.68,330.66,306.79,311,10614.99,3369762.35
2017-10-11,BCHUSD,317.4,320.5,310,312.68,3294.16,1037576.76
2017-10-10,BCHUSD,312.66,350.86,306.7,317.4,13214.97,4329038.31
2017-10-09,BCHUSD,344.84,344.84,282.92,312.66,15387.06,4777764.22
2017-10-08,BCHUSD,360,364,335.1,344.84,5361.46,1885133.03
2017-10-07,BCHUSD,364.33,366.15,354,360,2780.69,1003857.98
2017-10-06,BCHUSD,353.1,373.84,353,364.33,4542.08,1665466.37
2017-10-05,BCHUSD,356.76,368,342.11,353.1,9094.16,3228493.5
2017-10-04,BCHUSD,401.99,403.22,350.12,356.76,8679.0,3227074.09
2017-10-03,BCHUSD,420.9,421,393,401.99,3080.62,1241232.19
2017-10-02,BCHUSD,419.93,432.1,410,420.9,4985.76,2097874.26
2017-10-01,BCHUSD,438.32,440.52,418,419.93,4471.66,1910658.79
2017-09-30,BCHUSD,440,454.79,434,438.32,4217.1,1878571.49
2017-09-29,BCHUSD,458,459.9,430,440,4795.41,2124322.33
2017-09-28,BCHUSD,465.88,480,441.97,458,11597.39,5335128.04
2017-09-27,BCHUSD,449.76,468.45,443.76,465.88,7086.03,3243235.73
2017-09-26,BCHUSD,449.81,464.9,449.76,449.76,3378.48,1540926.33
2017-09-25,BCHUSD,421.57,458.9,418.38,449.81,7153.33,3182549.0
2017-09-24,BCHUSD,430,434.5,416,421.57,2156.47,913923.29
2017-09-23,BCHUSD,408,436,402.95,430,4872.82,2055553.0
2017-09-22,BCHUSD,414.36,434.72,396,408,9085.3,3732087.79
2017-09-21,BCHUSD,476,485,412.1,414.36,13770.02,6226083.42
2017-09-20,BCHUSD,530,530,475.37,476,17105.06,8554960.64
2017-09-19,BCHUSD,486.01,549,455,530,22142.38,11098421.41
2017-09-18,BCHUSD,439.97,496,439.97,486.01,11866.24,5639768.61
2017-09-17,BCHUSD,441.84,451.5,407.56,439.97,6368.84,2751004.25
2017-09-16,BCHUSD,429.65,473.04,410,441.84,16618.66,7304610.25
2017-09-15,BCHUSD,388.01,454.84,300,429.65,35036.26,13864301.23
2017-09-14,BCHUSD,508.21,515.6,300,388.01,16680.83,7336460.43
2017-09-13,BCHUSD,536.1,538,465.9,508.21,15787.97,7890339.92
2017-09-12,BCHUSD,555.1,578.8,530,536.1,8575.5,4762733.18
2017-09-11,BCHUSD,558.58,592,550.3,555.1,7978.17,4541959.12
2017-09-10,BCHUSD,584.53,588,523,558.58,12204.26,6779190.43
2017-09-09,BCHUSD,608.9,609.77,565,584.53,8897.37,5234082.22
2017-09-08,BCHUSD,669.85,699.3,556,608.9,23230.79,14435046.17
2017-09-07,BCHUSD,642.59,720,604.12,669.85,23917.14,15907563.15
2017-09-06,BCHUSD,547,660,539.78,642.59,19915.64,12246124.4
2017-09-05,BCHUSD,517.54,560,464.29,547,10837.5,5602662.66
2017-09-04,BCHUSD,609.9,611.14,490.52,517.54,16182.63,8813538.0
2017-09-03,BCHUSD,571.25,623.31,557.56,609.9,12587.93,7504496.08
2017-09-02,BCHUSD,627.24,646,550.91,571.25,14086.04,8358687.74
2017-09-01,BCHUSD,590.11,648.88,586,627.24,12062.35,7468719.6
2017-08-31,BCHUSD,580.99,609,568.2,590.11,11319.14,6716097.35
2017-08-30,BCHUSD,543.92,613,528.79,580.99,18124.66,10298909.43
2017-08-29,BCHUSD,592.9,595.74,519,543.92,16684.67,9385843.33
2017-08-28,BCHUSD,615,624,586.7,592.9,7661.77,4603432.87
2017-08-27,BCHUSD,622,653,580.2,615,17693.7,10849882.46
2017-08-26,BCHUSD,632.01,638.4,611.5,622,5770.48,3602232.54
2017-08-25,BCHUSD,620,667,611.18,632.01,11583.65,7369734.61
2017-08-24,BCHUSD,675,698,600.2,620,17206.81,11110130.72
2017-08-23,BCHUSD,680,713.1,650,675,18107.91,12136315.97
2017-08-22,BCHUSD,605.5,735,565.12,680,41647.81,27674372.87
2017-08-21,BCHUSD,726.9,751,562.03,605.5,50920.19,32693457.54
2017-08-20,BCHUSD,744,850,676,726.9,52427.16,39974735.66
2017-08-19,BCHUSD,694,972.5,602,744,125575.85,97597212.38
2017-08-18,BCHUSD,445.1,779.11,436,694,124950.8,74997141.15
2017-08-17,BCHUSD,299.15,457,292,445.1,43019.85,16967264.11
2017-08-16,BCHUSD,297.9,309.1,286.8,299.15,3867.93,1148992.2
2017-08-15,BCHUSD,300.49,310,289,297.9,6035.63,1797838.94
2017-08-14,BCHUSD,600,750,200,300.49,13056.65,4152648.59
